sourceId,sourcePage,sourceType,treatment,destinationSectionId,destinationRoute,citationStatus,rightsStatus,publicPrivacyStatus,migrationStatus,editorialNote
p697,36,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p698,36,paragraph,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p699,36,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p700,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p701,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p702,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p703,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p704,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p705,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p706,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p707,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p708,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p709,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p710,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p711,37,scripture,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p712,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p713,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p714,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p715,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p716,37,scripture,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p717,37,scripture,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p718,37,list-item,preserved,S14,/case/biblical-patterns/sodom-and-gomorrah/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p719,38,heading,rewritten-for-clarity,S15,/case/biblical-patterns/old-testament-judgment/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p720,38,paragraph,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p721,38,list-item,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p722,38,list-item,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p723,38,list-item,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p724,38,scripture,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p725,38,scripture,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p726,38,list-item,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p727,38,scripture,preserved,S15,/case/biblical-patterns/old-testament-judgment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
